Record,Specimen_ID,User_ID,Algorithm_Estimate_mm,Adjusted_Estimate_mm,Hand_Measurement_mm,Algorithm_Total_Error_mm,Adjusted_Total_Error_mm,Algorithm_Percent_Error,Adjusted_Percent_Error,Included
449,49,5,118.8,121.5,120,-1.2,1.5,-1,1.25,yes
1957,57,20,130.3,135.2,115,15.3,20.2,13.3,17.57,no
1958,58,20,128.7,123.9,125,3.7,-1.1,2.96,-0.88,no
2349,49,24,118.8,121.5,120,-1.2,1.5,-1,1.25,yes
1149,49,12,118.8,119.3,120,-1.2,-0.7,-1,-0.58,yes
49,49,1,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
1962,62,20,122.4,119.1,126,-3.6,-6.9,-2.86,-5.48,no
1963,63,20,127.9,112.7,115,12.9,-2.3,11.22,-2,no
249,49,3,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
349,49,4,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
549,49,6,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
649,49,7,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
749,49,8,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
1969,69,20,523.6,114.4,120,403.6,-5.6,336.33,-4.67,no
1970,70,20,141,136.5,140,1,-3.5,0.71,-2.5,no
1971,71,20,151.1,145.9,147,4.1,-1.1,2.79,-0.75,no
1972,72,20,205.9,158.3,147,58.9,11.3,40.07,7.69,no
1973,73,20,280.5,153,137,143.5,16,104.74,11.68,no
1974,74,20,229.3,145.2,146,83.3,-0.8,57.05,-0.55,no
1975,75,20,146.6,127.1,110,36.6,17.1,33.27,15.55,no
1976,76,20,153.7,153.7,126,27.7,27.7,21.98,21.98,no
1977,77,20,677.7,140.4,155,522.7,-14.6,337.23,-9.42,no
1049,49,11,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
1979,79,20,139.1,133.4,129,10.1,4.4,7.83,3.41,no
1349,49,14,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
1981,81,20,195.4,138.4,120,75.4,18.4,62.83,15.33,no
1982,82,20,165,155.5,165,0,-9.5,0,-5.76,no
1983,83,20,750.4,144.1,130,620.4,14.1,477.23,10.85,no
1449,49,15,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
1749,49,18,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
1849,49,19,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
1949,49,20,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
1988,88,20,123.9,119.8,163,-39.1,-43.2,-23.99,-26.5,no
1989,89,20,554.3,143.2,120,434.3,23.2,361.92,19.33,no
1990,90,20,1319.8,170.3,156,1163.8,14.3,746.03,9.17,no
2049,49,21,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
1992,92,20,135.3,129.2,147,-11.7,-17.8,-7.96,-12.11,no
2149,49,22,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
2449,49,25,118.8,118.8,120,-1.2,-1.2,-1,-1,yes
1995,95,20,558.3,145.2,128,430.3,17.2,336.17,13.44,no
2249,49,23,118.8,118.6,120,-1.2,-1.4,-1,-1.17,yes
149,49,2,118.8,117.9,120,-1.2,-2.1,-1,-1.75,yes
1249,49,13,118.8,116.3,120,-1.2,-3.7,-1,-3.08,yes
1999,99,20,124.7,123.9,115,9.7,8.9,8.43,7.74,no
1649,49,17,118.8,116.3,120,-1.2,-3.7,-1,-3.08,yes
2001,1,21,133.1,122.2,128,5.1,-5.8,3.98,-4.53,no
2002,2,21,129.8,124.4,125,4.8,-0.6,3.84,-0.48,no
1549,49,16,118.8,109.7,120,-1.2,-10.3,-1,-8.58,yes
391,91,4,117.3,118.2,118,-0.7,0.2,-0.59,0.17,yes
2005,5,21,131.1,125.5,126,5.1,-0.5,4.05,-0.4,no
1891,91,19,117.3,118,118,-0.7,0,-0.59,0,yes
691,91,7,117.3,117.3,118,-0.7,-0.7,-0.59,-0.59,yes
791,91,8,117.3,117.3,118,-0.7,-0.7,-0.59,-0.59,yes
2009,9,21,136.2,125.4,125,11.2,0.4,8.96,0.32,no
2010,10,21,122.5,113.2,115,7.5,-1.8,6.52,-1.57,no
2011,11,21,142.9,132.1,131,11.9,1.1,9.08,0.84,no
1791,91,18,117.3,117.3,118,-0.7,-0.7,-0.59,-0.59,yes
2091,91,21,117.3,117.3,118,-0.7,-0.7,-0.59,-0.59,yes
2014,14,21,132.7,132.7,135,-2.3,-2.3,-1.7,-1.7,no
2291,91,23,117.3,117.3,118,-0.7,-0.7,-0.59,-0.59,yes
2391,91,24,117.3,116,118,-0.7,-2,-0.59,-1.69,yes
2017,17,21,112.9,113.4,111,1.9,2.4,1.71,2.16,no
991,91,10,117.3,115.8,118,-0.7,-2.2,-0.59,-1.86,yes
2019,19,21,135.8,135,140,-4.2,-5,-3,-3.57,no
2020,20,21,131.6,125.1,123,8.6,2.1,6.99,1.71,no
2191,91,22,117.3,115.7,118,-0.7,-2.3,-0.59,-1.95,yes
2022,22,21,113.5,113.9,114,-0.5,-0.1,-0.44,-0.09,no
591,91,6,117.3,115.3,118,-0.7,-2.7,-0.59,-2.29,yes
2024,24,21,120.1,118,109,11.1,9,10.18,8.26,no
2025,25,21,121.7,121.7,121,0.7,0.7,0.58,0.58,no
2026,26,21,123.6,114,124,-0.4,-10,-0.32,-8.06,no
1991,91,20,117.3,115.2,118,-0.7,-2.8,-0.59,-2.37,yes
891,91,9,117.3,114.4,118,-0.7,-3.6,-0.59,-3.05,yes
1291,91,13,117.3,114.1,118,-0.7,-3.9,-0.59,-3.31,yes
2030,30,21,121.9,111.8,118,3.9,-6.2,3.31,-5.25,no
1691,91,17,117.3,114.1,118,-0.7,-3.9,-0.59,-3.31,yes
1091,91,11,117.3,113.7,118,-0.7,-4.3,-0.59,-3.64,yes
1391,91,14,117.3,113.3,118,-0.7,-4.7,-0.59,-3.98,yes
2034,34,21,146.4,129.8,130,16.4,-0.2,12.62,-0.15,no
2035,35,21,136.2,134.4,125,11.2,9.4,8.96,7.52,no
91,91,1,117.3,112.8,118,-0.7,-5.2,-0.59,-4.41,yes
191,91,2,117.3,111.8,118,-0.7,-6.2,-0.59,-5.25,yes
2038,38,21,146,130.1,123,23,7.1,18.7,5.77,no
2039,39,21,129.2,120.3,120,9.2,0.3,7.67,0.25,no
2040,40,21,173.3,176.8,152,21.3,24.8,14.01,16.32,no
2041,41,21,135.8,132.5,135,0.8,-2.5,0.59,-1.85,no
2491,91,25,117.3,110.7,118,-0.7,-7.3,-0.59,-6.19,yes
2043,43,21,117.2,112.8,112,5.2,0.8,4.64,0.71,no
2044,44,21,157.5,157.2,145,12.5,12.2,8.62,8.41,no
291,91,3,117.3,110.5,118,-0.7,-7.5,-0.59,-6.36,yes
943,43,10,117.2,121.7,112,5.2,9.7,4.64,8.66,yes
843,43,9,117.2,120.8,112,5.2,8.8,4.64,7.86,yes
2048,48,21,131,131,132,-1,-1,-0.76,-0.76,no
643,43,7,117.2,109.5,112,5.2,-2.5,4.64,-2.23,yes
2050,50,21,122.2,122.2,120,2.2,2.2,1.83,1.83,no
2051,51,21,122.4,117.5,115,7.4,2.5,6.43,2.17,no
865,65,9,116.2,120.7,115,1.2,5.7,1.04,4.96,yes
2053,53,21,132,132.6,130,2,2.6,1.54,2,no
2054,54,21,138,131.6,130,8,1.6,6.15,1.23,no
2055,55,21,130.3,128.3,130,0.3,-1.7,0.23,-1.31,no
1165,65,12,116.2,119.6,115,1.2,4.6,1.04,4,yes
2057,57,21,130.3,124.2,115,15.3,9.2,13.3,8,no
1065,65,11,116.2,117.7,115,1.2,2.7,1.04,2.35,yes
2059,59,21,125.2,127.4,123,2.2,4.4,1.79,3.58,no
465,65,5,116.2,117.6,115,1.2,2.6,1.04,2.26,yes
2061,61,21,133.7,129,125,8.7,4,6.96,3.2,no
2062,62,21,122.4,120.2,126,-3.6,-5.8,-2.86,-4.6,no
2063,63,21,127.9,115.5,115,12.9,0.5,11.22,0.43,no
2265,65,23,116.2,117.5,115,1.2,2.5,1.04,2.17,yes
2065,65,21,116.2,113.7,115,1.2,-1.3,1.04,-1.13,no
965,65,10,116.2,117.1,115,1.2,2.1,1.04,1.83,yes
565,65,6,116.2,116.2,115,1.2,1.2,1.04,1.04,yes
765,65,8,116.2,116.2,115,1.2,1.2,1.04,1.04,yes
2069,69,21,523.6,124.2,120,403.6,4.2,336.33,3.5,no
2070,70,21,141,137.6,140,1,-2.4,0.71,-1.71,no
2071,71,21,151.1,157.6,147,4.1,10.6,2.79,7.21,no
2072,72,21,205.9,150.7,147,58.9,3.7,40.07,2.52,no
2073,73,21,280.5,141.6,137,143.5,4.6,104.74,3.36,no
1465,65,15,116.2,116.2,115,1.2,1.2,1.04,1.04,yes
2075,75,21,146.6,123,110,36.6,13,33.27,11.82,no
2076,76,21,153.7,146.8,126,27.7,20.8,21.98,16.51,no
2077,77,21,677.7,141.9,155,522.7,-13.1,337.23,-8.45,no
2078,78,21,148.6,148.6,128,20.6,20.6,16.09,16.09,no
2079,79,21,139.1,129.6,129,10.1,0.6,7.83,0.47,no
2080,80,21,152.6,143.3,128,24.6,15.3,19.22,11.95,no
2081,81,21,195.4,133.9,120,75.4,13.9,62.83,11.58,no
2082,82,21,165,174.8,165,0,9.8,0,5.94,no
2083,83,21,750.4,143.3,130,620.4,13.3,477.23,10.23,no
1765,65,18,116.2,116.2,115,1.2,1.2,1.04,1.04,yes
1865,65,19,116.2,116.2,115,1.2,1.2,1.04,1.04,yes
2165,65,22,116.2,116.2,115,1.2,1.2,1.04,1.04,yes
2365,65,24,116.2,115.9,115,1.2,0.9,1.04,0.78,yes
2088,88,21,123.9,119.2,163,-39.1,-43.8,-23.99,-26.87,no
2089,89,21,554.3,138.6,120,434.3,18.6,361.92,15.5,no
2090,90,21,1319.8,181.6,156,1163.8,25.6,746.03,16.41,no
2465,65,25,116.2,113.8,115,1.2,-1.2,1.04,-1.04,yes
2092,92,21,135.3,130.1,147,-11.7,-16.9,-7.96,-11.5,no
1265,65,13,116.2,112.5,115,1.2,-2.5,1.04,-2.17,yes
2094,94,21,132,124.6,128,4,-3.4,3.13,-2.66,no
2095,95,21,558.3,139.6,128,430.3,11.6,336.17,9.06,no
2096,96,21,128.2,129.1,125,3.2,4.1,2.56,3.28,no
1665,65,17,116.2,112.5,115,1.2,-2.5,1.04,-2.17,yes
165,65,2,116.2,112.1,115,1.2,-2.9,1.04,-2.52,yes
2099,99,21,124.7,118,115,9.7,3,8.43,2.61,no
1965,65,20,116.2,111.9,115,1.2,-3.1,1.04,-2.7,yes
365,65,4,116.2,111.5,115,1.2,-3.5,1.04,-3.04,yes
2102,2,22,129.8,123.4,125,4.8,-1.6,3.84,-1.28,no
665,65,7,116.2,111.3,115,1.2,-3.7,1.04,-3.22,yes
1365,65,14,116.2,109.2,115,1.2,-5.8,1.04,-5.04,yes
65,65,1,116.2,108.7,115,1.2,-6.3,1.04,-5.48,yes
1197,97,12,114.7,116.9,116,-1.3,0.9,-1.12,0.78,yes
897,97,9,114.7,115.7,116,-1.3,-0.3,-1.12,-0.26,yes
997,97,10,114.7,115.7,116,-1.3,-0.3,-1.12,-0.26,yes
2109,9,22,136.2,123.6,125,11.2,-1.4,8.96,-1.12,no
2110,10,22,122.5,113.1,115,7.5,-1.9,6.52,-1.65,no
2111,11,22,142.9,133.2,131,11.9,2.2,9.08,1.68,no
97,97,1,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
197,97,2,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
297,97,3,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
397,97,4,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
497,97,5,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2117,17,22,112.9,110.5,111,1.9,-0.5,1.71,-0.45,no
597,97,6,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2119,19,22,135.8,135.8,140,-4.2,-4.2,-3,-3,no
2120,20,22,131.6,129.4,123,8.6,6.4,6.99,5.2,no
697,97,7,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
797,97,8,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
1097,97,11,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2124,24,22,120.1,108.6,109,11.1,-0.4,10.18,-0.37,no
1297,97,13,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2126,26,22,123.6,115.3,124,-0.4,-8.7,-0.32,-7.02,no
1397,97,14,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
1497,97,15,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
1697,97,17,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2130,30,22,121.9,109.8,118,3.9,-8.2,3.31,-6.95,no
2131,31,22,124.1,124.1,115,9.1,9.1,7.91,7.91,no
2132,32,22,126.4,126.4,120,6.4,6.4,5.33,5.33,no
1797,97,18,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2134,34,22,146.4,129.2,130,16.4,-0.8,12.62,-0.62,no
2135,35,22,136.2,132.5,125,11.2,7.5,8.96,6,no
1897,97,19,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
1997,97,20,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2138,38,22,146,135.8,123,23,12.8,18.7,10.41,no
2139,39,22,129.2,119.5,120,9.2,-0.5,7.67,-0.42,no
2140,40,22,173.3,160.5,152,21.3,8.5,14.01,5.59,no
2097,97,21,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2197,97,22,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2143,43,22,117.2,104.7,112,5.2,-7.3,4.64,-6.52,no
2144,44,22,157.5,146.2,145,12.5,1.2,8.62,0.83,no
2297,97,23,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2397,97,24,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
2497,97,25,114.7,114.7,116,-1.3,-1.3,-1.12,-1.12,yes
1597,97,16,114.7,110.7,116,-1.3,-5.3,-1.12,-4.57,yes
23,23,1,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
123,23,2,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2151,51,22,122.4,119.5,115,7.4,4.5,6.43,3.91,no
223,23,3,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2153,53,22,132,129.2,130,2,-0.8,1.54,-0.62,no
2154,54,22,138,134.4,130,8,4.4,6.15,3.38,no
2155,55,22,130.3,127.1,130,0.3,-2.9,0.23,-2.23,no
323,23,4,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2157,57,22,130.3,123.8,115,15.3,8.8,13.3,7.65,no
523,23,6,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
623,23,7,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2160,60,22,133.7,133.7,130,3.7,3.7,2.85,2.85,no
2161,61,22,133.7,129.1,125,8.7,4.1,6.96,3.28,no
2162,62,22,122.4,120.3,126,-3.6,-5.7,-2.86,-4.52,no
2163,63,22,127.9,116.5,115,12.9,1.5,11.22,1.3,no
723,23,8,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
1023,23,11,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
1223,23,13,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
1323,23,14,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
1423,23,15,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2169,69,22,523.6,117,120,403.6,-3,336.33,-2.5,no
2170,70,22,141,133.5,140,1,-6.5,0.71,-4.64,no
2171,71,22,151.1,146.4,147,4.1,-0.6,2.79,-0.41,no
2172,72,22,205.9,43.1,147,58.9,-103.9,40.07,-70.68,no
2173,73,22,280.5,147.2,137,143.5,10.2,104.74,7.45,no
2174,74,22,229.3,146.8,146,83.3,0.8,57.05,0.55,no
2175,75,22,146.6,127.2,110,36.6,17.2,33.27,15.64,no
2176,76,22,153.7,153.7,126,27.7,27.7,21.98,21.98,no
2177,77,22,677.7,133.6,155,522.7,-21.4,337.23,-13.81,no
2178,78,22,148.6,123.8,128,20.6,-4.2,16.09,-3.28,no
2179,79,22,139.1,130,129,10.1,1,7.83,0.78,no
1523,23,16,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2181,81,22,195.4,131.9,120,75.4,11.9,62.83,9.92,no
2182,82,22,165,139.7,165,0,-25.3,0,-15.33,no
2183,83,22,750.4,149.4,130,620.4,19.4,477.23,14.92,no
1623,23,17,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
1723,23,18,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
1923,23,20,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2023,23,21,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2188,88,22,123.9,119.7,163,-39.1,-43.3,-23.99,-26.56,no
2189,89,22,554.3,137.1,120,434.3,17.1,361.92,14.25,no
2190,90,22,1319.8,176,156,1163.8,20,746.03,12.82,no
2123,23,22,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2192,92,22,135.3,131.4,147,-11.7,-15.6,-7.96,-10.61,no
2194,94,22,132,120,128,4,-8,3.13,-6.25,no
2195,95,22,558.3,530,128,430.3,402,336.17,314.06,no
2196,96,22,128.2,127.3,125,3.2,2.3,2.56,1.84,no
2223,23,23,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2423,23,25,114.5,114.5,112,2.5,2.5,2.23,2.23,yes
2199,99,22,124.7,117.1,115,9.7,2.1,8.43,1.83,no
823,23,9,114.5,111.7,112,2.5,-0.3,2.23,-0.27,yes
923,23,10,114.5,111.7,112,2.5,-0.3,2.23,-0.27,yes
2202,2,23,129.8,121.3,125,4.8,-3.7,3.84,-2.96,no
1123,23,12,114.5,111.2,112,2.5,-0.8,2.23,-0.71,yes
423,23,5,114.5,107.9,112,2.5,-4.1,2.23,-3.66,yes
922,22,10,113.5,125.6,114,-0.5,11.6,-0.44,10.18,yes
822,22,9,113.5,124.6,114,-0.5,10.6,-0.44,9.3,yes
1022,22,11,113.5,117.8,114,-0.5,3.8,-0.44,3.33,yes
722,22,8,113.5,116.4,114,-0.5,2.4,-0.44,2.11,yes
2209,9,23,136.2,123,125,11.2,-2,8.96,-1.6,no
2210,10,23,122.5,112.7,115,7.5,-2.3,6.52,-2,no
2211,11,23,142.9,134.7,131,11.9,3.7,9.08,2.82,no
2322,22,24,113.5,116.4,114,-0.5,2.4,-0.44,2.11,yes
22,22,1,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
222,22,3,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
322,22,4,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
422,22,5,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
622,22,7,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
1322,22,14,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
2219,19,23,135.8,135.1,140,-4.2,-4.9,-3,-3.5,no
2220,20,23,131.6,135.5,123,8.6,12.5,6.99,10.16,no
1422,22,15,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
1722,22,18,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
1822,22,19,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
2122,22,22,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
2222,22,23,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
2226,26,23,123.6,113.3,124,-0.4,-10.7,-0.32,-8.63,no
2422,22,25,113.5,113.5,114,-0.5,-0.5,-0.44,-0.44,yes
1222,22,13,113.5,112.9,114,-0.5,-1.1,-0.44,-0.96,yes
1622,22,17,113.5,112.9,114,-0.5,-1.1,-0.44,-0.96,yes
2230,30,23,121.9,114.3,118,3.9,-3.7,3.31,-3.14,no
522,22,6,113.5,112.7,114,-0.5,-1.3,-0.44,-1.14,yes
122,22,2,113.5,112.4,114,-0.5,-1.6,-0.44,-1.4,yes
1122,22,12,113.5,110.6,114,-0.5,-3.4,-0.44,-2.98,yes
2234,34,23,146.4,127.9,130,16.4,-2.1,12.62,-1.62,no
2235,35,23,136.2,133.5,125,11.2,8.5,8.96,6.8,no
1922,22,20,113.5,110.4,114,-0.5,-3.6,-0.44,-3.16,yes
1522,22,16,113.5,108.2,114,-0.5,-5.8,-0.44,-5.09,yes
2238,38,23,146,133,123,23,10,18.7,8.13,no
2239,39,23,129.2,122.4,120,9.2,2.4,7.67,2,no
2240,40,23,173.3,180,152,21.3,28,14.01,18.42,no
885,85,9,113.4,137.1,110,3.4,27.1,3.09,24.64,yes
985,85,10,113.4,137.1,110,3.4,27.1,3.09,24.64,yes
2243,43,23,117.2,112.2,112,5.2,0.2,4.64,0.18,no
2244,44,23,157.5,157.7,145,12.5,12.7,8.62,8.76,no
2245,45,23,141.1,141.1,146,-4.9,-4.9,-3.36,-3.36,no
1085,85,11,113.4,116.7,110,3.4,6.7,3.09,6.09,yes
485,85,5,113.4,115.4,110,3.4,5.4,3.09,4.91,yes
1185,85,12,113.4,114.9,110,3.4,4.9,3.09,4.45,yes
1585,85,16,113.4,114.6,110,3.4,4.6,3.09,4.18,yes
1285,85,13,113.4,113.7,110,3.4,3.7,3.09,3.36,yes
1685,85,17,113.4,113.7,110,3.4,3.7,3.09,3.36,yes
85,85,1,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
2254,54,23,138,132.9,130,8,2.9,6.15,2.23,no
2255,55,23,130.3,131.2,130,0.3,1.2,0.23,0.92,no
185,85,2,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
285,85,3,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
385,85,4,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
585,85,6,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
2260,60,23,133.7,133.7,130,3.7,3.7,2.85,2.85,no
685,85,7,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
2262,62,23,122.4,121.7,126,-3.6,-4.3,-2.86,-3.41,no
2263,63,23,127.9,118.1,115,12.9,3.1,11.22,2.7,no
785,85,8,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
1485,85,15,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
1785,85,18,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
2085,85,21,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
2185,85,22,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
2269,69,23,523.6,124.1,120,403.6,4.1,336.33,3.42,no
2285,85,23,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
2271,71,23,151.1,158.5,147,4.1,11.5,2.79,7.82,no
2272,72,23,205.9,146.9,147,58.9,-0.1,40.07,-0.07,no
2273,73,23,280.5,151,137,143.5,14,104.74,10.22,no
2274,74,23,229.3,148.3,146,83.3,2.3,57.05,1.58,no
2275,75,23,146.6,123,110,36.6,13,33.27,11.82,no
2276,76,23,153.7,130.5,126,27.7,4.5,21.98,3.57,no
2277,77,23,677.7,136.6,155,522.7,-18.4,337.23,-11.87,no
2278,78,23,148.6,125.6,128,20.6,-2.4,16.09,-1.88,no
2279,79,23,139.1,129.1,129,10.1,0.1,7.83,0.08,no
2385,85,24,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
2281,81,23,195.4,130,120,75.4,10,62.83,8.33,no
2282,82,23,165,165,165,0,0,0,0,no
2283,83,23,750.4,139.2,130,620.4,9.2,477.23,7.08,no
2485,85,25,113.4,113.4,110,3.4,3.4,3.09,3.09,yes
1985,85,20,113.4,111.7,110,3.4,1.7,3.09,1.55,yes
1385,85,14,113.4,109.5,110,3.4,-0.5,3.09,-0.45,yes
846,46,9,113.1,140,110,3.1,30,2.82,27.27,yes
2288,88,23,123.9,122.6,163,-39.1,-40.4,-23.99,-24.79,no
2289,89,23,554.3,129.9,120,434.3,9.9,361.92,8.25,no
2290,90,23,1319.8,177.9,156,1163.8,21.9,746.03,14.04,no
1946,46,20,113.1,115.1,110,3.1,5.1,2.82,4.64,yes
2292,92,23,135.3,129.9,147,-11.7,-17.1,-7.96,-11.63,no
1846,46,19,113.1,113.3,110,3.1,3.3,2.82,3,yes
46,46,1,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
2295,95,23,558.3,147.9,128,430.3,19.9,336.17,15.55,no
146,46,2,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
346,46,4,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
546,46,6,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
2299,99,23,124.7,117.5,115,9.7,2.5,8.43,2.17,no
646,46,7,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
2301,1,24,133.1,137.3,128,5.1,9.3,3.98,7.27,no
2302,2,24,129.8,130.5,125,4.8,5.5,3.84,4.4,no
746,46,8,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
1446,46,15,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
1746,46,18,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
2146,46,22,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
2246,46,23,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
2346,46,24,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
2309,9,24,136.2,131.9,125,11.2,6.9,8.96,5.52,no
2310,10,24,122.5,113.8,115,7.5,-1.2,6.52,-1.04,no
2311,11,24,142.9,136.5,131,11.9,5.5,9.08,4.2,no
2446,46,25,113.1,113.1,110,3.1,3.1,2.82,2.82,yes
1146,46,12,113.1,112,110,3.1,2,2.82,1.82,yes
1046,46,11,113.1,111.6,110,3.1,1.6,2.82,1.45,yes
1246,46,13,113.1,108.5,110,3.1,-1.5,2.82,-1.36,yes
1646,46,17,113.1,108.5,110,3.1,-1.5,2.82,-1.36,yes
2046,46,21,113.1,108.5,110,3.1,-1.5,2.82,-1.36,yes
1546,46,16,113.1,108.1,110,3.1,-1.9,2.82,-1.73,yes
2319,19,24,135.8,143,140,-4.2,3,-3,2.14,no
2320,20,24,131.6,131.2,123,8.6,8.2,6.99,6.67,no
1346,46,14,113.1,106,110,3.1,-4,2.82,-3.64,yes
1817,17,19,112.9,119.3,111,1.9,8.3,1.71,7.48,yes
2323,23,24,114.5,114.5,112,2.5,2.5,2.23,2.23,no
2324,24,24,120.1,112.2,109,11.1,3.2,10.18,2.94,no
1117,17,12,112.9,118.9,111,1.9,7.9,1.71,7.12,yes
2326,26,24,123.6,119.8,124,-0.4,-4.2,-0.32,-3.39,no
917,17,10,112.9,117.9,111,1.9,6.9,1.71,6.22,yes
817,17,9,112.9,117.5,111,1.9,6.5,1.71,5.86,yes
1317,17,14,112.9,117.3,111,1.9,6.3,1.71,5.68,yes
2330,30,24,121.9,118.2,118,3.9,0.2,3.31,0.17,no
2317,17,24,112.9,113.5,111,1.9,2.5,1.71,2.25,yes
1417,17,15,112.9,113.2,111,1.9,2.2,1.71,1.98,yes
2217,17,23,112.9,113.1,111,1.9,2.1,1.71,1.89,yes
2334,34,24,146.4,133.6,130,16.4,3.6,12.62,2.77,no
2335,35,24,136.2,137,125,11.2,12,8.96,9.6,no
317,17,4,112.9,112.9,111,1.9,1.9,1.71,1.71,yes
617,17,7,112.9,112.9,111,1.9,1.9,1.71,1.71,yes
2338,38,24,146,138.1,123,23,15.1,18.7,12.28,no
2339,39,24,129.2,127,120,9.2,7,7.67,5.83,no
2340,40,24,173.3,169.1,152,21.3,17.1,14.01,11.25,no
717,17,8,112.9,112.9,111,1.9,1.9,1.71,1.71,yes
1717,17,18,112.9,112.4,111,1.9,1.4,1.71,1.26,yes
